City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
284,Panguna,PG,2021-12-18 06:03:08,-6.3164,155.4848,71.06,98,100,4.03
285,Port Hedland,AU,2021-12-18 06:03:08,-20.3167,118.5667,102.25,25,1,21.85
286,Acajutla,SV,2021-12-18 06:03:08,13.5928,-89.8275,79.86,73,33,5.75
287,Aurillac,FR,2021-12-18 06:02:45,44.9167,2.45,38.01,80,0,3.44
288,Araouane,ML,2021-12-18 06:03:09,18.9048,-3.5265,68.7,21,75,11.56
289,Minbu,MM,2021-12-18 06:03:09,20.1833,94.8833,81.3,35,0,6.08
290,Chahal,GT,2021-12-18 06:03:09,15.75,-89.5667,68.79,99,27,2.06
291,San Cristobal,VE,2021-12-18 06:03:10,7.7669,-72.225,65.1,94,94,1.36
292,Zhuhai,CN,2021-12-18 06:03:10,22.2769,113.5678,71.91,59,20,19.57
293,Aksu,CN,2021-12-18 06:03:10,41.1231,80.2644,30.25,39,5,0.72
294,Burgos,ES,2021-12-18 06:03:11,42.3394,-3.7079,25.21,100,75,8.05
295,Bima,ID,2021-12-18 06:03:11,-8.4667,118.7167,89.53,66,90,3.11
296,Vila Do Maio,CV,2021-12-18 06:03:11,15.1333,-23.2167,72.39,80,100,16.6
297,Inta,RU,2021-12-18 06:03:12,66.0317,60.1659,-11.38,83,11,8.05
298,Bichura,RU,2021-12-18 06:03:12,50.5881,107.6022,11.12,72,70,3.36
299,Yulara,AU,2021-12-18 06:03:12,-25.2406,130.9889,108.77,10,2,4.99
300,Korla,CN,2021-12-18 06:03:13,41.7597,86.1469,28.15,48,8,8.79
301,Beniganj,IN,2021-12-18 06:03:13,27.2833,80.45,63.7,26,0,12.17
302,Kiruna,SE,2021-12-18 05:59:14,67.8557,20.2251,34.72,87,90,14.97
303,Marzuq,YE,2021-12-18 06:03:13,14.4,46.4667,69.73,42,5,2.64
304,Vista Hermosa,MX,2021-12-18 06:03:14,19.5167,-99.2167,61.56,56,75,8.05
305,Lompoc,US,2021-12-18 06:03:14,34.6391,-120.4579,51.57,89,1,6.91
306,Urumqi,CN,2021-12-18 06:03:14,43.801,87.6005,9.55,92,90,4.47
307,Voyvozh,RU,2021-12-18 06:03:14,62.892,54.9635,5.31,94,100,5.95
308,Rio Gallegos,AR,2021-12-18 06:01:50,-51.6226,-69.2181,50.74,78,1,3.44
309,Port Moresby,PG,2021-12-18 05:59:34,-9.4431,147.1797,80.02,89,75,9.22
310,Anadyr,RU,2021-12-18 06:03:15,64.75,177.4833,-19.7,75,20,8.95
311,Castro,BR,2021-12-18 06:01:23,-24.7911,-50.0119,63.36,93,92,7.74
312,Whitley Bay,GB,2021-12-18 06:02:14,55.0397,-1.4471,37.09,100,90,3.44
313,Pokhara,NP,2021-12-18 06:03:16,28.2333,83.9833,65.55,37,61,5.93
314,Sabla,NG,2021-12-18 06:03:16,12.7525,4.7077,63.14,25,51,11.07
315,Sao Jose Da Coroa Grande,BR,2021-12-18 06:03:16,-8.8978,-35.1478,77.76,81,23,9.46
316,Flinders,AU,2021-12-18 06:03:17,-34.5833,150.8552,89.26,74,99,13.15
317,Yagodnoye,RU,2021-12-18 06:03:17,62.55,149.6667,-37.77,100,96,3.02
318,Zagora,MA,2021-12-18 06:03:17,30.3484,-5.8365,48.45,54,8,4.7
319,Sanary-Sur-Mer,FR,2021-12-18 06:03:18,43.1178,5.8001,51.89,54,0,10.04
320,Zhanaozen,KZ,2021-12-18 06:04:18,43.3,52.8,47.16,82,100,12.82
321,Sept-Iles,CA,2021-12-18 06:04:18,50.2001,-66.3821,26.06,79,78,11.99
322,Bhanpura,IN,2021-12-18 06:04:19,24.513,75.7469,62.85,25,0,10.31
323,Terrace Bay,CA,2021-12-18 06:04:19,48.7834,-87.1,13.48,77,84,6.91
324,Elliot,ZA,2021-12-18 06:04:19,-31.3333,27.85,56.25,70,100,1.23
325,Udachnyy,RU,2021-12-18 06:04:20,66.4167,112.4,-24.23,97,100,4.43
326,Vila,PT,2021-12-18 06:04:20,42.0304,-8.1588,40.93,63,42,3.4
327,Ust-Ilimsk,RU,2021-12-18 06:04:20,58.0006,102.6619,8.64,92,100,6.06
328,Astoria,US,2021-12-18 06:04:21,46.1879,-123.8313,43.86,93,90,3.0
329,Gamovo,RU,2021-12-18 06:04:21,57.8652,56.1056,26.22,86,90,4.47
330,Samsun,TR,2021-12-18 06:03:36,41.25,36.3333,48.99,62,75,13.8
331,Lyubashivka,UA,2021-12-18 06:04:21,47.8372,30.2598,32.02,87,97,13.38
332,Pangody,RU,2021-12-18 06:04:22,65.85,74.4859,-38.97,100,18,4.03
333,Neuquen,AR,2021-12-18 06:00:36,-38.9516,-68.0591,68.9,26,2,13.73
334,Ponta Delgada,PT,2021-12-18 06:04:22,37.7333,-25.6667,58.5,76,20,6.91
335,Ko Samui,TH,2021-12-18 06:04:23,9.5357,99.9357,82.4,74,86,11.01
336,Guangyuan,CN,2021-12-18 06:04:23,32.442,105.823,51.46,33,91,2.42
337,Jerome,US,2021-12-18 06:04:23,42.7241,-114.5186,22.55,87,1,5.75
338,Bozova,TR,2021-12-18 06:04:23,37.3625,38.5267,47.39,88,91,13.98
339,Guaranda,EC,2021-12-18 06:04:24,-1.6,-79.0,55.27,89,98,1.83
340,Nemuro,JP,2021-12-18 06:04:24,43.3236,145.575,24.96,56,90,27.69
341,San Roque,ES,2021-12-18 06:04:24,36.2107,-5.3842,58.03,77,40,20.71
342,Pangai,TO,2021-12-18 06:04:25,-19.8,-174.35,82.51,78,20,5.75
343,Taltal,CL,2021-12-18 06:01:09,-25.4,-70.4833,63.9,81,35,1.48
344,Gat,IL,2021-12-18 06:04:25,31.61,34.7642,53.78,100,23,12.62
345,Manggar,ID,2021-12-18 06:04:25,-2.8833,108.2667,87.33,65,99,9.93
346,Altay,CN,2021-12-18 06:04:26,47.8667,88.1167,20.05,74,62,2.04
347,Dwarka,IN,2021-12-18 06:04:26,22.2394,68.9678,72.27,41,0,19.42
348,Jalingo,NG,2021-12-18 06:04:26,8.8833,11.3667,68.31,35,63,4.85
349,Skopelos,GR,2021-12-18 06:04:27,39.1247,23.7247,48.4,65,100,36.39
350,Esmeraldas,BR,2021-12-18 06:04:27,-19.7625,-44.3139,70.66,97,100,1.12
351,Salalah,OM,2021-12-18 06:04:27,17.0151,54.0924,78.89,47,75,4.61
352,Fare,PF,2021-12-18 06:04:28,-16.7,-151.0167,81.14,70,46,14.52
353,Omboue,GA,2021-12-18 06:04:28,-1.5746,9.2618,75.61,92,98,4.41
354,Karasjok,NO,2021-12-18 06:04:28,69.4719,25.5112,32.11,93,86,13.76
355,Dzhebariki-Khaya,RU,2021-12-18 06:04:29,62.2167,135.8,-40.47,97,92,1.19
356,Kruisfontein,ZA,2021-12-18 06:04:29,-34.0033,24.7314,64.89,62,0,11.48
357,Kralendijk,BQ,2021-12-18 06:04:29,12.15,-68.2667,76.98,83,90,20.71
358,Bam,IR,2021-12-18 06:04:30,29.106,58.357,61.92,18,83,2.42
359,Warri,NG,2021-12-18 06:00:22,5.5167,5.75,71.13,38,54,4.12
360,Coolum Beach,AU,2021-12-18 06:04:30,-26.5333,153.1,82.11,67,31,9.33
361,Kieta,PG,2021-12-18 06:04:30,-6.2167,155.6333,78.85,93,100,4.41
362,Chik,RU,2021-12-18 06:04:31,54.9928,82.4311,27.18,92,75,11.18
363,Carutapera,BR,2021-12-18 06:04:31,-1.195,-46.02,78.08,83,98,6.29
364,Bengkulu,ID,2021-12-18 06:04:31,-3.8004,102.2655,82.45,79,81,12.06
365,Bathsheba,BB,2021-12-18 06:05:32,13.2167,-59.5167,79.41,69,75,24.16
366,Isangel,VU,2021-12-18 06:05:32,-19.55,169.2667,78.91,89,90,0.0
367,Kudahuvadhoo,MV,2021-12-18 06:05:32,2.6708,72.8944,83.03,74,56,12.93
368,Ixtapa,MX,2021-12-18 06:05:33,20.7,-105.2,72.23,88,1,0.0
369,Karratha,AU,2021-12-18 06:05:33,-20.7377,116.8463,100.83,27,0,19.24
370,Coquimbo,CL,2021-12-18 06:01:38,-29.9533,-71.3436,61.11,81,0,2.3
371,Saint-Francois,FR,2021-12-18 06:05:33,46.4154,3.9054,36.84,87,90,6.91
372,Ambon,ID,2021-12-18 06:05:34,-3.6954,128.1814,84.83,66,97,1.63
373,Severo-Kurilsk,RU,2021-12-18 06:05:34,50.6789,156.125,28.18,69,100,13.09
374,Ahuimanu,US,2021-12-18 06:05:34,21.4447,-157.8378,74.91,81,90,9.22
375,Toora-Khem,RU,2021-12-18 06:05:35,52.4675,96.11,18.91,81,100,3.53
376,Kavaratti,IN,2021-12-18 06:05:35,10.5669,72.642,82.9,66,91,10.07
377,Constitucion,CL,2021-12-18 06:03:17,-35.3333,-72.4167,53.62,85,0,8.41
378,Acopiara,BR,2021-12-18 06:04:23,-6.0953,-39.4525,76.55,73,51,5.48
379,Lohne,DE,2021-12-18 06:05:36,52.6667,8.2333,44.13,91,100,3.0
380,Ibra,OM,2021-12-18 06:05:36,22.6906,58.5334,69.19,46,63,1.63
381,Castro Daire,PT,2021-12-18 06:05:36,40.8984,-7.9338,40.26,70,22,4.9
382,Adelaide,AU,2021-12-18 06:05:35,-34.9333,138.6,91.56,31,0,8.05
383,Gudari,IN,2021-12-18 06:05:37,19.35,83.7833,78.22,39,17,2.3
384,Douglas,US,2021-12-18 06:05:37,41.3,-96.167,30.51,80,1,4.61
385,Bukachacha,RU,2021-12-18 06:05:37,52.9833,116.9167,-2.74,85,87,3.15
386,Buturlino,RU,2021-12-18 06:05:38,55.5667,44.8974,27.45,98,100,3.02
387,Sampit,ID,2021-12-18 06:05:38,-2.5333,112.95,84.96,78,93,1.72
388,Port Macquarie,AU,2021-12-18 06:05:39,-31.4333,152.9167,84.16,71,51,15.08
389,Pochutla,MX,2021-12-18 06:05:39,15.7432,-96.4661,73.81,75,1,4.0
390,Tilichiki,RU,2021-12-18 06:05:39,60.4667,166.1,-8.19,98,100,7.18
391,Richards Bay,ZA,2021-12-18 06:05:39,-28.783,32.0377,66.51,63,92,5.5
392,Ust-Barguzin,RU,2021-12-18 06:05:40,53.45,108.9833,16.0,86,100,5.48
393,Ust-Kuyga,RU,2021-12-18 06:05:40,70.0167,135.6,-46.46,100,97,1.03
394,Teyateyaneng,LS,2021-12-18 06:05:40,-29.1472,27.7489,52.27,74,100,2.86
395,Svetlaya,RU,2021-12-18 06:05:41,46.5389,138.3297,5.68,56,2,9.13
396,Sestri Levante,IT,2021-12-18 06:05:41,44.2732,9.3968,52.95,83,3,5.61
397,Shaoyang,CN,2021-12-18 06:05:41,27.2315,111.4525,53.85,22,18,5.88
398,Avera,US,2021-12-18 06:05:42,33.194,-82.5271,62.71,94,100,4.27
399,Fayaoue,NC,2021-12-18 06:05:42,-20.65,166.5333,79.16,69,64,23.38
400,Gull Lake,CA,2021-12-18 06:05:42,50.1001,-108.4847,-4.74,87,7,7.49
401,Tura,IN,2021-12-18 06:05:42,25.5198,90.2201,74.3,44,50,2.91
402,Vanimo,PG,2021-12-18 06:05:43,-2.6741,141.3028,79.38,88,100,10.87
403,Zhezkazgan,KZ,2021-12-18 06:05:43,47.8043,67.7144,21.18,86,90,8.95
404,Sarkand,KZ,2021-12-18 06:05:43,45.41,79.9186,37.6,77,50,3.69
405,Shimoda,JP,2021-12-18 06:05:44,34.6667,138.95,42.1,42,1,15.97
406,Ila,NO,2021-12-18 06:05:44,63.4305,10.3705,49.5,92,100,5.01
407,Pala,TD,2021-12-18 06:05:44,9.3642,14.9046,65.3,32,92,7.09
408,Luangwa,ZM,2021-12-18 06:06:45,-15.6167,30.4167,73.69,89,100,4.14
409,Gravdal,NO,2021-12-18 06:06:45,68.1214,13.5031,41.61,78,100,29.19
410,Saint-Pierre,RE,2021-12-18 06:06:45,-21.3393,55.4781,85.57,63,0,5.75
411,Esmeralda,CU,2021-12-18 06:06:46,21.8525,-78.1169,72.64,92,28,7.31
412,Terra Santa,BR,2021-12-18 06:06:46,-2.1042,-56.4869,75.65,92,99,2.82
413,Deputatskiy,RU,2021-12-18 06:06:46,69.3,139.9,-35.14,99,91,3.65
414,Honiara,SB,2021-12-18 06:06:47,-9.4333,159.95,79.38,90,99,2.8
415,Saurimo,AO,2021-12-18 06:06:47,-9.6608,20.3916,66.72,90,98,1.41
416,Young,UY,2021-12-18 06:06:47,-32.6833,-57.6333,61.2,80,1,8.12
417,Otjimbingwe,NA,2021-12-18 06:06:47,-22.35,16.1333,71.35,21,46,1.21
418,Fairmont,US,2021-12-18 06:06:48,39.4851,-80.1426,43.38,97,100,1.48
419,Yerbogachen,RU,2021-12-18 06:06:48,61.2767,108.0108,-25.26,98,100,3.76
420,Odweyne,SO,2021-12-18 06:06:48,9.4092,45.064,70.83,62,46,2.42
421,Wanning,CN,2021-12-18 06:06:49,18.8003,110.3967,70.7,74,99,18.84
422,Pringsewu,ID,2021-12-18 06:06:49,-5.3582,104.9744,85.35,73,100,6.04
423,Zaranj,AF,2021-12-18 06:06:49,30.9667,61.8833,42.76,13,2,3.02
424,Komsomolskiy,UZ,2021-12-18 06:06:50,40.4272,71.7189,41.72,38,8,0.0
425,Husavik,IS,2021-12-18 06:06:50,66.0449,-17.3389,36.72,98,99,3.38
426,Anzio,IT,2021-12-18 06:06:50,41.4853,12.6179,45.1,63,1,6.35
427,Lujan,AR,2021-12-18 06:06:51,-34.5703,-59.105,71.98,79,0,1.99
428,Avallon,FR,2021-12-18 06:06:51,47.4833,3.9,33.19,78,0,4.59
429,Alice Springs,AU,2021-12-18 06:06:51,-23.7,133.8833,107.15,12,39,5.75
430,Burnie,AU,2021-12-18 06:06:51,-41.0667,145.9167,72.3,41,67,12.48
431,Sioux Lookout,CA,2021-12-18 06:06:52,50.1001,-91.917,7.18,98,100,1.48
432,Lasa,IT,2021-12-18 06:06:52,46.6166,10.7002,32.36,64,16,6.49
433,Tiarei,PF,2021-12-18 06:06:52,-17.5333,-149.3333,80.62,75,58,16.69
434,Fort Nelson,CA,2021-12-18 06:06:53,58.8053,-122.7002,-17.19,99,83,0.85
435,Newport,GB,2021-12-18 06:06:53,51.5877,-2.9984,46.85,93,88,14.07
436,Katsuura,JP,2021-12-18 06:06:53,35.1333,140.3,49.1,35,10,9.35
437,Richmond,US,2021-12-18 06:02:47,37.5538,-77.4603,60.19,69,90,4.61
438,Yar-Sale,RU,2021-12-18 06:06:54,66.8333,70.8333,-27.17,99,35,5.59
439,Cabedelo,BR,2021-12-18 06:06:54,-6.9811,-34.8339,79.47,79,13,12.57
440,Cherskiy,RU,2021-12-18 06:06:54,68.75,161.3,-34.24,100,97,4.43
441,Seminole,US,2021-12-18 06:06:55,28.7086,-81.2081,69.08,92,1,0.0
442,Yelizavetino,RU,2021-12-18 06:06:55,59.4916,29.7938,28.96,97,100,6.08
443,Fontem,CM,2021-12-18 06:06:55,5.4685,9.8818,65.77,70,71,3.51
444,Billings,US,2021-12-18 06:06:55,45.7833,-108.5007,6.51,78,5,1.01
445,Luderitz,NA,2021-12-18 06:06:56,-26.6481,15.1594,63.25,81,54,17.47
446,Kyrksaeterora,NO,2021-12-18 06:06:56,63.2906,9.0891,49.55,96,100,30.49
447,Shingu,JP,2021-12-18 06:06:56,33.7333,135.9833,44.74,52,56,11.45
448,Liling,CN,2021-12-18 06:06:57,27.6667,113.5,56.77,26,9,3.76
449,Itamaraju,BR,2021-12-18 06:06:57,-17.0392,-39.5311,70.2,97,84,4.43
450,Rivadavia,AR,2021-12-18 06:06:57,-33.1905,-68.4608,77.32,47,56,12.01
451,Soure,BR,2021-12-18 06:06:58,-0.7167,-48.5233,80.46,81,84,10.85
452,Las Conchas,AR,2021-12-18 06:06:58,-25.9948,-65.8276,68.22,69,94,4.79
453,Sibolga,ID,2021-12-18 06:06:58,1.7427,98.7792,76.53,91,100,1.36
454,Jandaia Do Sul,BR,2021-12-18 06:06:59,-23.6031,-51.6433,68.83,85,0,10.92
455,Melenki,RU,2021-12-18 06:06:59,55.3343,41.6295,23.25,96,100,5.97
456,Baykit,RU,2021-12-18 06:07:59,61.67,96.37,-21.17,94,56,3.22
457,Nybro,SE,2021-12-18 06:08:00,56.7446,15.9071,42.24,83,47,8.93
458,Swellendam,ZA,2021-12-18 06:08:00,-34.0226,20.4417,67.21,47,0,4.27
459,Silchar,IN,2021-12-18 06:08:00,24.8167,92.8,74.8,47,93,0.96
460,Sovetskiy,RU,2021-12-18 06:08:01,61.3614,63.5842,2.64,94,100,3.83
461,Namibe,AO,2021-12-18 06:08:01,-15.1961,12.1522,68.56,68,76,6.53
462,Caravelas,BR,2021-12-18 06:08:01,-17.7125,-39.2481,75.24,90,100,6.89
463,Presidencia Roque Saenz Pena,AR,2021-12-18 06:03:27,-26.7852,-60.4388,68.13,61,19,6.15
464,Lyuban,BY,2021-12-18 06:08:02,52.7985,28.0048,32.59,83,100,7.2
465,Goure,NE,2021-12-18 06:08:02,13.9835,10.2704,61.02,30,32,10.0
466,Parkes,AU,2021-12-18 06:08:02,-33.1333,148.1833,93.34,32,88,1.99
467,Baruun-Urt,MN,2021-12-18 06:08:02,46.6806,113.2792,7.36,70,5,15.5
468,Boyolangu,ID,2021-12-18 06:08:03,-8.1181,111.8935,84.22,77,100,7.81
469,Gevrai,IN,2021-12-18 06:08:03,19.2667,75.75,76.48,36,19,8.68
470,Barhi,IN,2021-12-18 06:08:03,23.9,80.8,66.76,27,16,6.6
471,Abnub,EG,2021-12-18 06:08:04,27.2696,31.1511,52.88,59,27,6.46
472,Lata,PT,2021-12-18 06:08:04,40.1629,-8.3327,50.81,73,15,5.19
473,Abu Dhabi,AE,2021-12-18 06:07:08,24.4667,54.3667,73.51,58,0,3.0
474,Mabaruma,GY,2021-12-18 06:08:05,8.2,-59.7833,72.68,99,89,1.77
475,Aloleng,PH,2021-12-18 06:08:05,16.1307,119.7824,86.74,60,100,19.8
476,Victoria Point,AU,2021-12-18 06:06:09,-27.5833,153.3,86.52,66,23,3.0
477,Kodinsk,RU,2021-12-18 06:08:05,58.6881,99.1844,2.48,92,100,5.79
478,Dunedin,NZ,2021-12-18 06:07:40,-45.8742,170.5036,61.81,50,94,13.13
479,Vsetaty,CZ,2021-12-18 06:08:06,50.2819,14.593,40.1,87,63,3.15
480,Arona,ES,2021-12-18 06:08:06,28.0996,-16.681,59.4,61,0,6.91
481,Maua,BR,2021-12-18 06:08:06,-23.6678,-46.4614,71.37,92,94,4.45
482,Rio Grande,BR,2021-12-18 06:08:07,-32.035,-52.0986,67.95,67,34,12.88
483,Tarnos,FR,2021-12-18 06:08:07,43.5417,-1.4628,49.75,92,0,3.44
484,Dubbo,AU,2021-12-18 06:08:07,-32.25,148.6167,93.33,36,96,16.11
485,Marsa Matruh,EG,2021-12-18 06:08:08,31.3525,27.2453,54.57,77,15,17.6
486,Tibiao,PH,2021-12-18 06:08:08,11.2915,122.0354,84.94,69,90,7.29
487,Zyryanka,RU,2021-12-18 06:08:08,65.75,150.85,-39.89,99,96,6.73
488,Vera Cruz,BR,2021-12-18 06:08:09,-12.6333,-41.0333,67.1,97,96,0.92
489,Broken Hill,AU,2021-12-18 06:08:09,-31.95,141.4333,106.34,10,15,19.24
490,Dongning,CN,2021-12-18 06:08:09,44.0622,131.1207,15.13,65,2,1.88
491,Kedrovyy,RU,2021-12-18 06:08:09,56.1667,91.8167,25.21,94,100,10.94
492,Nioro,GM,2021-12-18 06:08:10,13.35,-15.75,74.12,33,90,6.58
493,Beyla,GN,2021-12-18 06:08:10,8.6833,-8.6333,66.72,25,88,1.81
494,Naze,JP,2021-12-18 06:08:10,28.3667,129.4833,54.55,66,96,15.19
495,Tulun,RU,2021-12-18 06:08:11,54.5611,100.5792,26.15,70,100,16.53
496,Huckeswagen,DE,2021-12-18 06:08:11,51.15,7.35,44.82,93,90,2.3
497,Gidam,IN,2021-12-18 06:08:11,18.9833,81.4,77.54,32,2,6.17
498,Marsabit,KE,2021-12-18 06:08:12,2.3284,37.9899,66.54,79,100,13.2
499,Petropavl,KZ,2021-12-18 06:08:12,54.8753,69.1628,22.98,93,90,0.0
500,Peniche,PT,2021-12-18 06:08:12,39.3558,-9.3811,50.94,80,87,16.58
501,Bo Phloi,TH,2021-12-18 06:08:12,14.3236,99.5161,84.29,47,97,16.8
502,Tautira,PF,2021-12-18 06:09:13,-17.7333,-149.15,80.62,76,87,15.77
503,Monte Santo,BR,2021-12-18 06:09:13,-10.4378,-39.3328,68.14,94,81,2.86
504,Penzance,GB,2021-12-18 06:09:13,50.1186,-5.5371,50.77,85,48,26.51
505,Mandera,KE,2021-12-18 06:09:14,3.9366,41.867,85.26,51,98,11.05
506,Dicabisagan,PH,2021-12-18 06:09:14,17.0818,122.4157,76.37,92,100,15.48
507,Tual,ID,2021-12-18 06:09:14,-5.6667,132.75,83.98,69,93,3.31
508,Mali,GN,2021-12-18 06:09:15,12.079,-12.2982,61.47,25,79,3.22
509,Olafsvik,IS,2021-12-18 06:09:15,64.8945,-23.7142,40.33,85,100,5.82
510,Muros,ES,2021-12-18 06:09:15,42.7762,-9.0603,51.84,68,1,5.41
511,Neustrelitz,DE,2021-12-18 06:09:16,53.3667,13.0833,42.13,96,100,5.17
512,Bafoulabe,ML,2021-12-18 06:05:12,13.8065,-10.8321,76.55,22,42,2.48
513,Gari,RU,2021-12-18 06:09:16,59.4307,62.3497,7.39,94,99,3.29
514,Camana,PE,2021-12-18 06:09:16,-16.6228,-72.7111,67.71,84,93,8.28
515,Butembo,CD,2021-12-18 06:09:17,0.15,29.2833,65.55,81,78,0.87
516,Mahajanga,MG,2021-12-18 06:09:17,-15.7167,46.3167,87.82,62,20,5.75
517,Humaita,BR,2021-12-18 06:09:17,-7.5061,-63.0208,72.77,99,100,1.88
518,Riachao Do Jacuipe,BR,2021-12-18 06:09:18,-11.8069,-39.3856,70.5,95,100,2.37
519,Menomonie,US,2021-12-18 06:09:18,44.8755,-91.9193,20.52,87,100,5.77
520,Zlotoryja,PL,2021-12-18 06:09:18,51.1264,15.9198,39.38,85,100,10.18
521,Terpinnya,UA,2021-12-18 06:09:19,46.9697,35.4197,35.83,70,99,12.88
522,Raudeberg,NO,2021-12-18 06:09:19,61.9875,5.1352,47.19,96,100,5.01
523,Aswan,EG,2021-12-18 06:09:19,24.0934,32.907,56.44,53,100,10.4
524,Taksimo,RU,2021-12-18 06:09:20,56.3444,114.8794,-9.85,94,99,1.92
525,Cockburn Town,TC,2021-12-18 06:09:20,21.4612,-71.1419,79.12,75,0,26.51
526,Boende,CD,2021-12-18 06:09:20,-0.2167,20.8667,75.16,81,97,3.44
527,Teya,RU,2021-12-18 06:09:21,60.3778,92.6267,0.09,95,100,2.98
528,Marang,MY,2021-12-18 06:09:21,5.2056,103.2059,78.06,86,100,10.74
529,La Ronge,CA,2021-12-18 06:09:21,55.1001,-105.2842,-23.6,100,62,2.68
530,Lloydminster,CA,2021-12-18 06:09:22,53.2835,-110.0016,-18.18,76,1,10.36
531,Pemba,MZ,2021-12-18 06:09:22,-12.974,40.5178,80.4,71,99,4.99
532,Mafeteng,LS,2021-12-18 06:09:17,-29.823,27.2374,54.81,72,100,4.43
533,Yanliang,CN,2021-12-18 06:09:22,34.6592,109.2292,49.75,22,88,8.72
534,Bobo Dioulasso,BF,2021-12-18 06:09:23,11.1771,-4.2979,68.77,20,54,6.31
535,Bhavnagar,IN,2021-12-18 06:09:23,21.7667,72.15,69.62,52,0,8.05
536,Buzmeyin,TM,2021-12-18 06:09:23,38.0507,58.2056,62.37,18,0,4.0
537,Catuday,PH,2021-12-18 06:09:24,16.2923,119.8062,83.75,64,100,13.51
538,Sines,PT,2021-12-18 06:09:24,37.9562,-8.8698,51.3,89,100,13.0
539,Zambezi,ZM,2021-12-18 06:09:24,-13.5432,23.1047,67.33,91,100,1.54
540,Poum,NC,2021-12-18 06:09:25,-20.2333,164.0167,77.77,73,65,10.51
541,Warren,US,2021-12-18 06:09:25,39.4334,-84.1666,43.41,89,90,1.01
542,Kurilsk,RU,2021-12-18 06:09:25,45.2333,147.8833,23.13,61,97,28.86
543,Evanston,US,2021-12-18 06:09:26,42.0411,-87.6901,40.95,72,90,3.0
544,Doka,SD,2021-12-18 06:09:26,13.5167,35.7667,75.72,44,66,9.93
545,Bubaque,GW,2021-12-18 06:09:26,11.2833,-15.8333,81.01,62,100,7.29
546,Nevelsk,RU,2021-12-18 06:10:27,46.6733,141.8633,9.03,80,100,21.23
547,Suntar,RU,2021-12-18 06:10:27,62.1444,117.6319,-37.86,99,76,2.15
548,Arlit,NE,2021-12-18 06:10:27,18.7369,7.3853,59.02,25,40,7.96
549,Adrar,MR,2021-12-18 06:10:28,20.5022,-10.0711,71.51,35,99,8.19
550,Valparaiso,CL,2021-12-18 06:10:28,-33.0393,-71.6273,55.04,76,0,3.44
